"Season_End_Year","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G_plus_A","G_minus_PK","PK","PKatt","CrdY","CrdR","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_90","Ast_Per_90","G_plus_A_Per_90","G_minus_PK_Per_90","G_plus_A_minus_PK_Per_90","xG_Expected","npxG_Expected","xAG_Expected","npxG_plus_xAG_Expected","xG_Per_90","xAG_Per_90","xG_plus_xAG_Per_90","npxG_Per_90","npxG_plus_xAG_Per_90","Year","market_value_euro"
2021,"Thiago Silva","BRA","DF","35",1984,23,23,1935,21.5,2,0,2,2,0,0,5,1,6,82,1,0.09,0,0.09,0.09,0.09,1.7,1.7,0.3,2,0.08,0.01,0.09,0.08,0.09,2021,2500000
2021,"Timo Werner","GER","FW,MF","24",1996,35,29,2602,28.9,6,8,14,6,0,0,2,0,103,69,238,0.21,0.28,0.48,0.21,0.48,11.4,11.4,5.6,17,0.39,0.19,0.59,0.39,0.59,2021,3.5e+07
2021,"Hakim Ziyech","MAR","MF,FW","27",1993,23,15,1172,13,2,3,5,2,0,0,3,0,27,91,108,0.15,0.23,0.38,0.15,0.38,1.9,1.9,3.6,5.5,0.15,0.28,0.42,0.15,0.42,2021,2.8e+07
2021,"Kurt Zouma","FRA","DF","25",1994,24,22,2029,22.5,5,0,5,5,0,0,3,0,14,74,8,0.22,0,0.22,0.22,0.22,2,2,0.1,2.1,0.09,0,0.09,0.09,0.09,2021,2.8e+07
2021,"Kurt Zouma","FRA","DF","25",1994,24,22,2029,22.5,5,0,5,5,0,0,3,0,14,74,8,0.22,0,0.22,0.22,0.22,2,2,0.1,2.1,0.09,0,0.09,0.09,0.09,2021,2.8e+07
2021,"Jordan Ayew","GHA","FW,MF","28",1991,33,23,2096,23.3,1,3,4,1,0,0,4,0,58,35,109,0.04,0.13,0.17,0.04,0.17,2.2,2.2,0.7,2.9,0.09,0.03,0.13,0.09,0.13,2021,6e+06
2021,"Christian Benteke","BEL","FW","29",1990,30,21,1816,20.2,10,1,11,10,0,0,3,1,14,36,124,0.5,0.05,0.55,0.5,0.55,8.3,8.3,0.9,9.1,0.41,0.04,0.45,0.41,0.45,2021,6e+06
2021,"Jack Butland","ENG","GK","27",1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1800000
2021,"Nathaniel Clyne","ENG","DF","29",1991,13,13,1145,12.7,0,1,1,0,0,0,2,0,18,42,20,0,0.08,0.08,0,0.08,0.2,0.2,0.2,0.4,0.01,0.02,0.03,0.01,0.03,2021,2e+06
2021,"Eberechi Eze","ENG","MF","22",1998,34,29,2559,28.4,4,6,10,4,0,0,3,0,79,127,126,0.14,0.21,0.35,0.14,0.35,2.2,2.2,3.9,6.1,0.08,0.14,0.21,0.08,0.21,2021,2.2e+07
2021,"Vicente Guaita","ESP","GK","33",1987,37,37,3330,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1500000
2021,"Martin Kelly","ENG","DF","30",1990,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1e+06
2021,"Cheikhou Kouyaté","SEN","DF","30",1989,36,35,3121,34.7,1,0,1,1,0,0,4,0,6,32,11,0.03,0,0.03,0.03,0.03,0.7,0.7,1,1.6,0.02,0.03,0.05,0.02,0.05,2021,4e+06
2021,"Jean-Philippe Mateta","FRA","FW","23",1997,7,2,221,2.5,1,0,1,1,0,0,0,0,2,3,11,0.41,0,0.41,0.41,0.41,0.3,0.3,0,0.3,0.13,0.01,0.14,0.13,0.14,2021,1e+07
2021,"James McArthur","SCO","MF","32",1987,18,17,1466,16.3,0,2,2,0,0,0,3,0,15,80,29,0,0.12,0.12,0,0.12,0.3,0.3,1.2,1.5,0.02,0.07,0.09,0.02,0.09,2021,1200000
2021,"Tyrick Mitchell","ENG","DF","20",1999,19,19,1710,19,1,1,2,1,0,0,1,0,15,77,30,0.05,0.05,0.11,0.05,0.11,0.8,0.8,0.2,1.1,0.04,0.01,0.06,0.04,0.06,2021,2.5e+07
2021,"Jaïro Riedewald","NED","MF","23",1996,33,19,1820,20.2,2,0,2,2,0,0,4,0,15,73,23,0.1,0,0.1,0.1,0.1,0.6,0.6,0.8,1.3,0.03,0.04,0.07,0.03,0.07,2021,5e+06
2021,"Jeffrey Schlupp","GHA","MF","27",1992,27,15,1428,15.9,2,3,5,2,0,0,3,0,37,44,75,0.13,0.19,0.32,0.13,0.32,1.9,1.9,2,4,0.12,0.13,0.25,0.12,0.25,2021,8e+06
2021,"James Tomkins","ENG","DF","31",1989,8,6,553,6.1,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.05,0.08,0.03,0.08,2021,1500000
2021,"Andros Townsend","ENG","MF,FW","29",1991,34,25,2258,25.1,1,5,6,1,0,0,0,0,72,75,112,0.04,0.2,0.24,0.04,0.24,2.3,2.3,4,6.2,0.09,0.16,0.25,0.09,0.25,2021,5e+06
2021,"Joel Ward","ENG","DF","30",1989,26,25,2256,25.1,0,1,1,0,0,0,5,0,20,83,35,0,0.04,0.04,0,0.04,0.1,0.1,0.6,0.6,0,0.02,0.02,0,0.02,2021,2e+06
2021,"Wilfried Zaha","CIV","FW","27",1992,30,29,2612,29,11,2,13,9,2,2,6,0,103,72,259,0.38,0.07,0.45,0.31,0.38,8.1,6.5,3.1,9.6,0.28,0.11,0.39,0.22,0.33,2021,3.8e+07
2021,"Allan","BRA","MF","29",1991,24,23,2051,22.8,0,0,0,0,0,0,6,0,30,92,8,0,0,0,0,0,0.3,0.3,0.8,1.1,0.01,0.03,0.05,0.01,0.05,2021,1.5e+07
2021,"Nathan Broadhead","WAL","FW","22",1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5e+05
2021,"Dominic Calvert-Lewin","ENG","FW","23",1997,33,32,2871,31.9,16,0,16,16,0,0,3,0,36,46,160,0.5,0,0.5,0.5,0.5,16.3,16.3,2,18.3,0.51,0.06,0.57,0.51,0.57,2021,4e+07
2021,"Séamus Coleman","IRL","DF,MF","31",1988,25,18,1613,17.9,0,3,3,0,0,0,0,0,31,49,90,0,0.17,0.17,0,0.17,0.9,0.9,1.8,2.7,0.05,0.1,0.15,0.05,0.15,2021,3e+06
2021,"Tom Davies","ENG","MF","22",1998,25,17,1423,15.8,0,1,1,0,0,0,3,0,11,49,17,0,0.06,0.06,0,0.06,0.2,0.2,0.9,1.1,0.01,0.06,0.07,0.01,0.07,2021,1.8e+07
2021,"Fabian Delph","ENG","MF,DF","30",1989,8,2,266,3,0,0,0,0,0,0,1,0,2,11,4,0,0,0,0,0,0,0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,2021,1800000
2021,"Lucas Digne","FRA","DF,MF","27",1993,30,30,2681,29.8,0,7,7,0,0,0,2,1,59,98,197,0,0.23,0.23,0,0.23,0.5,0.5,5.2,5.7,0.02,0.17,0.19,0.02,0.19,2021,2.5e+07
2021,"Lucas Digne","FRA","DF,MF","27",1993,30,30,2681,29.8,0,7,7,0,0,0,2,1,59,98,197,0,0.23,0.23,0,0.23,0.5,0.5,5.2,5.7,0.02,0.17,0.19,0.02,0.19,2021,2.5e+07
2021,"Abdoulaye Doucouré","MLI","MF","27",1993,29,29,2443,27.1,2,3,5,2,0,0,6,0,34,104,70,0.07,0.11,0.18,0.07,0.18,2.3,2.3,2,4.3,0.09,0.07,0.16,0.09,0.16,2021,2.2e+07
2021,"Jean-Philippe Gbamin","CIV","MF","24",1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,9e+06
2021,"Ben Godfrey","ENG","DF","22",1998,31,29,2685,29.8,0,2,2,0,0,0,4,0,46,63,10,0,0.07,0.07,0,0.07,1,1,0.8,1.8,0.03,0.03,0.06,0.03,0.06,2021,2e+07
2021,"André Gomes","POR","MF","27",1993,28,17,1570,17.4,0,1,1,0,0,0,3,0,30,103,28,0,0.06,0.06,0,0.06,0.5,0.5,1,1.4,0.03,0.06,0.08,0.03,0.08,2021,1.8e+07
2021,"Anthony Gordon","ENG","FW,MF","19",2001,3,1,88,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,2021,2e+07
2021,"Mason Holgate","ENG","DF","23",1996,28,26,2287,25.4,1,0,1,1,0,0,9,0,21,57,36,0.04,0,0.04,0.04,0.04,1,1,0.7,1.7,0.04,0.03,0.07,0.04,0.07,2021,1.8e+07
2021,"Alex Iwobi","NGA","FW,MF","24",1996,30,17,1542,17.1,1,2,3,1,0,0,0,0,72,65,99,0.06,0.12,0.18,0.06,0.18,0.9,0.9,1.9,2.8,0.05,0.11,0.16,0.05,0.16,2021,1.8e+07
2021,"Moise Kean","ITA","FW,MF","20",2000,2,0,15,0.2,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0.28,0.28,2021,2.4e+07
2021,"Michael Keane","ENG","DF","27",1993,35,33,2991,33.2,3,1,4,3,0,0,4,0,14,78,3,0.09,0.03,0.12,0.09,0.12,1.5,1.5,1.1,2.6,0.05,0.03,0.08,0.05,0.08,2021,2e+07
2021,"Jonjoe Kenny","ENG","DF","23",1997,4,1,79,0.9,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4e+06
2021,"Joshua King","NOR","MF,FW","28",1992,11,0,148,1.6,0,0,0,0,0,0,0,0,9,5,20,0,0,0,0,0,0.6,0.6,0,0.6,0.37,0,0.37,0.37,0.37,2021,8e+06
2021,"Yerry Mina","COL","DF","25",1994,24,23,1937,21.5,2,0,2,2,0,0,2,0,9,48,2,0.09,0,0.09,0.09,0.09,1.6,1.6,0,1.6,0.07,0,0.08,0.07,0.08,2021,2e+07
2021,"Niels Nkounkou","FRA","DF,FW","19",2000,2,1,81,0.9,0,0,0,0,0,0,1,0,4,2,8,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,2021,2200000
2021,"Robin Olsen","SWE","GK","30",1990,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2e+06
2021,"Jordan Pickford","ENG","GK","26",1994,31,31,2742,30.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2e+07
2021,"Richarlison","BRA","FW","23",1997,34,33,2861,31.8,7,3,10,6,1,1,4,1,113,58,195,0.22,0.09,0.31,0.19,0.28,9.7,8.8,3.3,12.1,0.31,0.1,0.41,0.28,0.38,2021,4.8e+07
2021,"Cenk Tosun","TUR","FW","29",1991,5,0,48,0.5,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0.1,0.1,0,0.12,0.12,0,0.12,2021,2e+06
2021,"Theo Walcott","ENG","FW","31",1989,1,0,13,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1800000
2021,"Joachim Andersen","DEN","DF","24",1996,31,30,2730,30.3,1,1,2,1,0,0,7,1,20,95,7,0.03,0.03,0.07,0.03,0.07,1.2,1.2,0.4,1.7,0.04,0.01,0.05,0.04,0.05,2021,2.5e+07
2021,"Alphonse Areola","FRA","GK","27",1993,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8e+06
2021,"Ruben Loftus-Cheek","ENG","MF,FW","24",1996,30,21,1909,21.2,1,0,1,1,0,0,3,0,57,82,97,0.05,0,0.05,0.05,0.05,3.4,3.4,1.2,4.6,0.16,0.06,0.22,0.16,0.22,2021,2e+07
2021,"Ademola Lookman","NGA","FW,MF","22",1997,34,31,2747,30.5,4,4,8,4,0,1,5,0,110,110,236,0.13,0.13,0.26,0.13,0.26,6.3,5.5,5.2,10.7,0.21,0.17,0.37,0.18,0.35,2021,1e+07
2021,"Luke Ayling","ENG","DF","28",1991,38,38,3399,37.8,0,0,0,0,0,0,7,0,110,224,110,0,0,0,0,0,1.7,1.7,3.2,4.9,0.05,0.08,0.13,0.05,0.13,2021,4e+06
2021,"Patrick Bamford","ENG","FW","26",1993,38,37,3050,33.9,17,7,24,15,2,2,3,0,32,31,167,0.5,0.21,0.71,0.44,0.65,18.2,16.6,3.5,20.2,0.54,0.1,0.64,0.49,0.6,2021,1.6e+07
2021,"Liam Cooper","SCO","DF","28",1991,25,25,2185,24.3,1,0,1,1,0,0,4,1,12,88,1,0.04,0,0.04,0.04,0.04,1.8,1.8,0,1.8,0.08,0,0.08,0.08,0.08,2021,7e+06
2021,"Hélder Costa","ANG","MF,FW","26",1994,22,13,1156,12.8,3,3,6,3,0,0,0,0,47,28,84,0.23,0.23,0.47,0.23,0.47,2.2,2.2,0.6,2.8,0.17,0.04,0.22,0.17,0.22,2021,5e+06
2021,"Stuart Dallas","NIR","MF,DF","29",1991,38,38,3409,37.9,8,2,10,8,0,0,7,0,95,233,126,0.21,0.05,0.26,0.21,0.26,4.2,4.2,1.8,6.1,0.11,0.05,0.16,0.11,0.16,2021,4e+06
2021,"Leif Davis","ENG","DF","20",2000,2,0,33,0.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8e+05
2021,"Jack Harrison","ENG","MF,FW","23",1996,36,34,2847,31.6,8,8,16,8,0,0,2,0,108,98,307,0.25,0.25,0.51,0.25,0.51,5.8,5.8,6.5,12.4,0.18,0.21,0.39,0.18,0.39,2021,1.8e+07
2021,"Mateusz Klich","POL","MF","30",1990,35,28,2393,26.6,4,5,9,2,2,2,6,0,70,184,152,0.15,0.19,0.34,0.08,0.26,3,1.4,3.4,4.9,0.11,0.13,0.24,0.05,0.18,2021,3e+06
2021,"Robin Koch","GER","DF,MF","24",1996,17,13,1132,12.6,0,0,0,0,0,0,1,0,8,49,3,0,0,0,0,0,0.7,0.7,0.1,0.8,0.06,0.01,0.07,0.06,0.07,2021,1.6e+07
2021,"Diego Llorente","ESP","DF","26",1993,15,14,1204,13.4,1,0,1,1,0,0,1,0,7,26,1,0.07,0,0.07,0.07,0.07,0.8,0.8,0.5,1.3,0.06,0.04,0.1,0.06,0.1,2021,1.8e+07
2021,"Illan Meslier","FRA","GK","20",2000,35,35,3150,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2e+07
2021,"Kalvin Phillips","ENG","MF","24",1995,29,28,2428,27,1,2,3,1,0,0,10,0,13,137,14,0.04,0.07,0.11,0.04,0.11,0.5,0.5,3.4,3.9,0.02,0.13,0.15,0.02,0.15,2021,5e+07
2021,"Raphinha","BRA","MF,FW","23",1996,30,26,2360,26.2,6,9,15,6,0,0,3,0,102,97,222,0.23,0.34,0.57,0.23,0.57,5.7,5.7,7.9,13.6,0.22,0.3,0.52,0.22,0.52,2021,4.5e+07
2021,"Tyler Roberts","WAL","MF,FW","21",1999,27,14,1340,14.9,1,2,3,1,0,0,3,0,33,53,89,0.07,0.13,0.2,0.07,0.2,1.8,1.8,2.3,4.1,0.12,0.16,0.28,0.12,0.28,2021,8e+06
2021,"Rodrigo","ESP","MF,FW","29",1991,26,14,1288,14.3,7,2,9,7,0,0,3,0,30,80,118,0.49,0.14,0.63,0.49,0.63,5.1,5.1,3.5,8.7,0.36,0.25,0.6,0.36,0.6,2021,1.2e+07
2021,"Jamie Shackleton","ENG","MF,DF","20",1999,13,3,461,5.1,0,0,0,0,0,0,0,0,7,11,21,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.03,0,0.03,2021,2500000
2021,"Pascal Struijk","NED","DF,MF","20",1999,27,22,2075,23.1,1,0,1,1,0,0,3,0,4,71,5,0.04,0,0.04,0.04,0.04,1.7,1.7,0.1,1.8,0.07,0.01,0.08,0.07,0.08,2021,1.5e+07
2021,"Marc Albrighton","ENG","DF,FW","30",1989,31,17,1746,19.4,1,5,6,1,0,0,2,0,46,84,139,0.05,0.26,0.31,0.05,0.31,1.2,1.2,3.5,4.7,0.06,0.18,0.24,0.06,0.24,2021,2500000
2021,"Daniel Amartey","GHA","DF","25",1994,12,8,722,8,1,0,1,1,0,0,3,0,4,24,0,0.12,0,0.12,0.12,0.12,0.4,0.4,0,0.4,0.05,0,0.05,0.05,0.05,2021,1e+07
2021,"Harvey Barnes","ENG","FW,MF","22",1997,25,22,1945,21.6,9,4,13,9,0,0,0,0,105,56,163,0.42,0.19,0.6,0.42,0.6,5.9,5.9,1.6,7.5,0.27,0.07,0.35,0.27,0.35,2021,3.2e+07
2021,"Timothy Castagne","BEL","DF","24",1995,27,27,2345,26.1,2,3,5,2,0,0,1,0,52,91,148,0.08,0.12,0.19,0.08,0.19,1.1,1.1,2.2,3.4,0.04,0.09,0.13,0.04,0.13,2021,2.8e+07
2021,"Hamza Choudhury","ENG","MF","22",1997,10,4,316,3.5,0,0,0,0,0,0,1,0,3,15,1,0,0,0,0,0,0.4,0.4,0,0.4,0.11,0,0.11,0.11,0.11,2021,4e+06
2021,"Jonny Evans","NIR","DF","32",1988,28,28,2473,27.5,2,2,4,2,0,0,7,0,7,96,5,0.07,0.07,0.15,0.07,0.15,1.7,1.7,0.4,2.1,0.06,0.02,0.08,0.06,0.08,2021,4e+06
2021,"Wesley Fofana","FRA","DF","19",2000,28,27,2262,25.1,0,0,0,0,0,0,7,0,37,93,8,0,0,0,0,0,1,1,0.3,1.3,0.04,0.01,0.05,0.04,0.05,2021,4e+07
2021,"Demarai Gray","ENG","FW","24",1996,1,0,19,0.2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0.1,0.1,0,0.1,0.32,0,0.32,0.32,0.32,2021,2.2e+07
2021,"Kelechi Iheanacho","NGA","FW","23",1996,25,16,1459,16.2,12,2,14,12,0,1,1,0,31,41,124,0.74,0.12,0.86,0.74,0.86,8.2,7.4,3.7,11.1,0.51,0.23,0.74,0.46,0.69,2021,2e+07
2021,"James Justin","ENG","DF","22",1998,23,23,2070,23,2,1,3,2,0,0,4,0,64,94,135,0.09,0.04,0.13,0.09,0.13,2.2,2.2,2,4.1,0.09,0.09,0.18,0.09,0.18,2021,2.5e+07
2021,"James Maddison","ENG","MF","23",1996,31,24,2099,23.3,8,5,13,8,0,0,4,0,43,134,116,0.34,0.21,0.56,0.34,0.56,3.8,3.8,5.1,8.9,0.16,0.22,0.38,0.16,0.38,2021,5e+07
2021,"Nampalys Mendy","SEN","MF","28",1992,23,15,1459,16.2,0,1,1,0,0,0,5,0,16,66,3,0,0.06,0.06,0,0.06,0.1,0.1,0.2,0.2,0,0.01,0.01,0,0.01,2021,4e+06
2021,"Wilfred Ndidi","NGA","MF,DF","23",1996,26,25,2176,24.2,1,4,5,1,0,0,6,0,7,73,17,0.04,0.17,0.21,0.04,0.21,0.7,0.7,1.3,2,0.03,0.05,0.08,0.03,0.08,2021,6e+07
2021,"Ricardo Pereira","POR","DF,FW","26",1993,15,10,959,10.7,0,1,1,0,0,0,3,0,20,45,53,0,0.09,0.09,0,0.09,0.3,0.3,0.6,1,0.03,0.06,0.09,0.03,0.09,2021,2e+07
2021,"Ayoze Pérez","ESP","MF,FW","27",1993,25,15,1331,14.8,2,1,3,2,0,0,2,0,39,54,114,0.14,0.07,0.2,0.14,0.2,3.3,3.3,1.3,4.6,0.23,0.09,0.31,0.23,0.31,2021,1e+07
2021,"Dennis Praet","BEL","MF","26",1994,15,10,718,8,1,1,2,1,0,0,0,0,22,25,55,0.13,0.13,0.25,0.13,0.25,0.4,0.4,1.1,1.5,0.05,0.14,0.19,0.05,0.19,2021,1.3e+07
2021,"Kasper Schmeichel","DEN","GK","33",1986,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4e+06
2021,"Çağlar Söyüncü","TUR","DF","24",1996,23,19,1819,20.2,1,0,1,1,0,0,2,0,27,90,2,0.05,0,0.05,0.05,0.05,0.7,0.7,0.5,1.2,0.03,0.02,0.06,0.03,0.06,2021,4e+07
2021,"Luke Thomas","ENG","DF","19",2001,14,12,969,10.8,1,0,1,1,0,0,2,0,15,27,45,0.09,0,0.09,0.09,0.09,0.3,0.3,0.7,1,0.03,0.06,0.09,0.03,0.09,2021,1.2e+07
2021,"Youri Tielemans","BEL","MF","23",1997,38,37,3357,37.3,6,4,10,4,2,2,6,0,52,272,66,0.16,0.11,0.27,0.11,0.21,4.4,2.8,3.1,5.9,0.12,0.08,0.2,0.08,0.16,2021,5.5e+07
2021,"Jamie Vardy","ENG","FW","33",1987,34,31,2840,31.6,15,9,24,7,8,9,1,0,57,31,202,0.48,0.29,0.76,0.22,0.51,19.9,12.8,4.7,17.5,0.63,0.15,0.78,0.41,0.55,2021,5e+06
2021,"Adrián","ESP","GK","33",1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1e+06
2021,"Thiago Alcántara","ESP","MF","29",1991,24,20,1854,20.6,1,0,1,1,0,0,4,0,27,203,25,0.05,0,0.05,0.05,0.05,1.2,1.2,2.3,3.5,0.06,0.11,0.17,0.06,0.17,2021,2e+07
2021,"Trent Alexander-Arnold","ENG","DF","21",1998,36,34,3031,33.7,2,7,9,2,0,0,2,0,98,251,249,0.06,0.21,0.27,0.06,0.27,2.6,2.6,8.6,11.2,0.08,0.26,0.33,0.08,0.33,2021,8e+07
2021,"Alisson","BRA","GK","27",1992,33,33,2970,33,1,0,1,1,0,0,1,0,0,1,0,0.03,0,0.03,0.03,0.03,0.1,0.1,0,0.1,0,0,0,0,0,2021,5e+07
2021,"Fabinho","BRA","DF,MF","26",1993,30,28,2567,28.5,0,0,0,0,0,0,6,0,27,124,13,0,0,0,0,0,0.3,0.3,0.3,0.6,0.01,0.01,0.02,0.01,0.02,2021,6e+07
2021,"Roberto Firmino","BRA","FW","28",1991,36,33,2838,31.5,9,7,16,9,0,0,2,0,66,140,222,0.29,0.22,0.51,0.29,0.51,11.3,11.3,5.6,16.9,0.36,0.18,0.54,0.36,0.54,2021,3.2e+07
2021,"Joe Gomez","ENG","DF","23",1997,7,6,590,6.6,0,0,0,0,0,0,0,0,4,38,1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,2021,1.8e+07
2021,"Jordan Henderson","ENG","MF,DF","30",1990,21,20,1704,18.9,1,1,2,1,0,0,0,0,46,169,21,0.05,0.05,0.11,0.05,0.11,1.3,1.3,1.5,2.8,0.07,0.08,0.15,0.07,0.15,2021,1.5e+07
2021,"Curtis Jones","ENG","MF","19",2001,24,13,1179,13.1,1,2,3,1,0,0,2,0,42,89,79,0.08,0.15,0.23,0.08,0.23,1.7,1.7,1.5,3.2,0.13,0.11,0.24,0.13,0.24,2021,2.8e+07
2021,"Diogo Jota","POR","FW","23",1996,19,12,1112,12.4,9,0,9,9,0,0,2,0,54,43,125,0.73,0,0.73,0.73,0.73,6.4,6.4,1.6,8,0.51,0.13,0.64,0.51,0.64,2021,6e+07
2021,"Ozan Kabak","TUR","DF","20",2000,9,9,801,8.9,0,0,0,0,0,0,3,0,3,20,1,0,0,0,0,0,0.1,0.1,0,0.2,0.02,0,0.02,0.02,0.02,2021,1e+07
2021,"Naby Keïta","GUI","MF","25",1995,10,7,520,5.8,0,0,0,0,0,0,1,0,18,33,19,0,0,0,0,0,0.4,0.4,0.6,1,0.07,0.11,0.18,0.07,0.18,2021,2.5e+07
2021,"Caoimhín Kelleher","IRL","GK","21",1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8e+06
2021,"Sadio Mané","SEN","FW","28",1992,35,31,2810,31.2,11,7,18,11,0,0,3,0,142,112,366,0.35,0.22,0.58,0.35,0.58,14.1,14.1,7,21,0.45,0.22,0.67,0.45,0.67,2021,7e+07
2021,"Joël Matip","CMR","DF","28",1991,10,9,691,7.7,1,2,3,1,0,0,2,0,6,28,1,0.13,0.26,0.39,0.13,0.39,0.8,0.8,0.9,1.7,0.1,0.11,0.22,0.1,0.22,2021,1.8e+07
2021,"James Milner","ENG","MF,DF","34",1986,26,11,1070,11.9,0,1,1,0,0,0,3,0,21,100,51,0,0.08,0.08,0,0.08,0.4,0.4,0.8,1.2,0.03,0.07,0.1,0.03,0.1,2021,2e+06
2021,"Takumi Minamino","JPN","MF,FW","25",1995,9,2,293,3.3,1,0,1,1,0,0,0,0,3,8,16,0.31,0,0.31,0.31,0.31,1.1,1.1,0,1.1,0.34,0,0.34,0.34,0.34,2021,1.2e+07
2021,"Divock Origi","BEL","FW","25",1995,9,2,186,2.1,0,0,0,0,0,0,0,0,5,5,18,0,0,0,0,0,1.1,1.1,0.2,1.3,0.54,0.07,0.62,0.54,0.62,2021,1.2e+07
2021,"Alex Oxlade-Chamberlain","ENG","MF,FW","26",1993,13,2,253,2.8,1,1,2,1,0,0,0,0,5,20,21,0.36,0.36,0.71,0.36,0.71,0.3,0.3,0.3,0.6,0.11,0.1,0.21,0.11,0.21,2021,1.6e+07
2021,"Andrew Robertson","SCO","DF","26",1994,38,38,3383,37.6,1,7,8,1,0,0,2,0,119,228,289,0.03,0.19,0.21,0.03,0.21,1.5,1.5,6.6,8,0.04,0.17,0.21,0.04,0.21,2021,6.5e+07
2021,"Mohamed Salah","EGY","FW","28",1992,37,34,3078,34.2,22,5,27,16,6,6,0,0,111,136,396,0.64,0.15,0.79,0.47,0.61,19.3,14.6,6.2,20.8,0.56,0.18,0.75,0.43,0.61,2021,9e+07
2021,"Virgil van Dijk","NED","DF","29",1991,5,5,370,4.1,1,0,1,1,0,0,1,0,0,30,1,0.24,0,0.24,0.24,0.24,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06,2021,5.5e+07
2021,"Neco Williams","WAL","DF","19",2001,6,3,249,2.8,0,0,0,0,0,0,1,0,10,14,29,0,0,0,0,0,0.1,0.1,0.2,0.3,0.03,0.06,0.09,0.03,0.09,2021,8e+06
2021,"Rhys Williams","ENG","DF","19",2001,9,7,661,7.3,0,0,0,0,0,0,0,0,2,23,1,0,0,0,0,0,0.5,0.5,0.2,0.7,0.07,0.02,0.09,0.07,0.09,2021,4e+06
2021,"Nathan Aké","NED","DF","25",1995,10,9,797,8.9,1,0,1,1,0,0,4,0,12,52,6,0.11,0,0.11,0.11,0.11,0.3,0.3,0,0.3,0.03,0,0.03,0.03,0.03,2021,2.5e+07
2021,"João Cancelo","POR","DF,MF","26",1994,28,27,2299,25.5,2,3,5,2,0,0,5,1,80,200,150,0.08,0.12,0.2,0.08,0.2,1.6,1.6,4.6,6.2,0.06,0.18,0.24,0.06,0.24,2021,6.5e+07
2021,"Scott Carson","ENG","GK","34",1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,3e+05
2021,"Kevin De Bruyne","BEL","MF","29",1991,25,23,1997,22.2,6,12,18,4,2,3,1,0,102,213,186,0.27,0.54,0.81,0.18,0.72,9.3,6.9,8,14.9,0.42,0.36,0.78,0.31,0.67,2021,8.5e+07
2021,"Liam Delap","ENG","FW","17",2003,1,0,40,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,2021,1500000
